OID_,FID_Clip_layer_neg_buffer,FID_gbif_occurrence,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
34,1,4032,277557834.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS72640864,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms Creek MAMU station,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.165855000000001,-122.208693999999994,,,,,,,7/7/09,7,7,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS72640864,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:20.560Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
35,1,4061,277331410.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS69261939,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms Creek MAMU station,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.165855000000001,-122.208693999999994,,,,,,,7/19/08,19,7,2008,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS69261939,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:22:49.155Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
36,1,4703,271081939.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS71834042,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms Creek MAMU station,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.165855000000001,-122.208693999999994,,,,,,,6/18/09,18,6,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS71834042,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:24.182Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
37,1,4705,271078330.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS72876860,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms Creek MAMU station,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.165855000000001,-122.208693999999994,,,,,,,7/17/09,17,7,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS72876860,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:51.632Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
38,1,6365,1404618225.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362221887,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms Creek MAMU station,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.165855000000001,-122.208693999999994,,,,,,,7/17/01,17,7,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362221887,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:30:22.175Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
39,1,6366,1404614575.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362221828,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms Creek MAMU station,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.165855000000001,-122.208693999999994,,,,,,,6/19/01,19,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362221828,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:12:03.629Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
40,1,6371,1404610628.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362221438,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms Creek MAMU station,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.165855000000001,-122.208693999999994,,,,,,,7/17/01,17,7,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362221438,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:11:48.896Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
41,1,6386,1402082735.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS359265176,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms-Sequoia Segment 1,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.167053000000003,-122.213800000000006,,,,,,,5/20/08,20,5,2008,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS359265176,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:30:16.801Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
42,1,6387,1402075044.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS359265373,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms-Sequoia Segment 1,California,PRESENT,10,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.167053000000003,-122.213800000000006,,,,,,,7/17/08,17,7,2008,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS359265373,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:56:46.610Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
43,1,6390,1402071048.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS359265296,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms-Sequoia Segment 1,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.167053000000003,-122.213800000000006,,,,,,,7/7/08,7,7,2008,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS359265296,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:57:44.965Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
44,1,6398,1399912445.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS356638451,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - Blooms-Sequoia Segment 1,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.167053000000003,-122.213800000000006,,,,,,,8/11/06,11,8,2006,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS356638451,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:11:31.742Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
45,1,4676,271155009.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS69569542,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP - lower Opal and lower Blooms Creeks,California,PRESENT,9,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.167397000000001,-122.222300000000004,,,,,,,5/6/09,6,5,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS69569542,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:40.199Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
46,1,1999,4263828767.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1469098470,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Blooms Creek Campground,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.167650000000002,-122.219579999999993,,,,,,,6/28/22,28,6,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1469098470,,,,CC_BY_4_0,,obsr189374,,,2024-01-24T21:02:30.669Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
47,1,4581,272122594.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS71280641,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Blooms Creek Campground,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.167650000000002,-122.219579999999993,,,,,,,6/4/09,4,6,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS71280641,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:22:35.447Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
48,1,7206,1182264484.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS266014814,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Blooms Creek Campground,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.167650000000002,-122.219579999999993,,,,,,,7/15/02,15,7,2002,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS266014814,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:27:40.456Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
49,1,3508,2856476494.000000000000000,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/56569868,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,37.167608999999999,-122.249917999999994,28447,,,,,,2020-08-14T16:40,14,8,2020,5229281,5229281,HUMAN_OBSERVATION,iNaturalist,Observations,56569868,,Tony Iwane,2020-08-15T22:32:30,CC0_1_0,Tony Iwane,Tony Iwane,,,2024-02-09T12:00:50.535Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
50,1,605,822523944.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS159613399,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Sempervirens Campground,California,PRESENT,9,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168334999999999,-122.213629999999995,,,,,,,7/25/12,25,7,2012,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS159613399,,,,CC_BY_4_0,,obsr144810,,,2024-01-24T21:30:28.661Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
51,1,639,822500619.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS159613880,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Sempervirens Campground,California,PRESENT,7,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168334999999999,-122.213629999999995,,,,,,,7/26/12,26,7,2012,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS159613880,,,,CC_BY_4_0,,obsr144810,,,2024-01-24T20:24:44.635Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
52,1,1572,4391288107.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1603101258,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Sempervirens Campground,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168334999999999,-122.213629999999995,,,,,,,7/13/12,13,7,2012,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1603101258,,,,CC_BY_4_0,,obsr537209,,,2024-01-24T21:52:22.582Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
53,1,1618,4375868268.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1475565490,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Sempervirens Campground,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168334999999999,-122.213629999999995,,,,,,,7/5/22,5,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1475565490,,,,CC_BY_4_0,,obsr189374,,,2024-01-24T21:50:27.879Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
54,1,1705,4345181454.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1470530573,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Sempervirens Campground,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168334999999999,-122.213629999999995,,,,,,,6/30/22,30,6,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1470530573,,,,CC_BY_4_0,,obsr189374,,,2024-01-24T21:02:32.816Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
55,1,1986,4269153559.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1469704382,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Sempervirens Campground,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168334999999999,-122.213629999999995,,,,,,,6/29/22,29,6,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1469704382,,,,CC_BY_4_0,,obsr189374,,,2024-01-24T21:50:12.230Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
56,1,2013,4259283346.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1468562606,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin SP--Sempervirens Campground,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168334999999999,-122.213629999999995,,,,,,,6/21/22,21,6,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1468562606,,,,CC_BY_4_0,,obsr189374,,,2024-01-24T21:49:57.858Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
57,1,6791,1343297299.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS157002958,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBSP - Shadowbrook Trail,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168456999999997,-122.208309999999997,,,,,,,6/21/12,21,6,2012,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS157002958,,,,CC_BY_4_0,,obsr195971,,,2024-01-24T20:24:39.506Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
58,1,821,580969460.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS121071069,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 2,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168469999999999,-122.221670000000003,,,,,,,6/10/11,10,6,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS121071069,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:48.817Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
59,1,3995,277806250.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS77974921,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 2,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168469999999999,-122.221670000000003,,,,,,,5/31/06,31,5,2006,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS77974921,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:51.015Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
60,1,4010,277742223.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS77995853,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 2,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168469999999999,-122.221670000000003,,,,,,,5/28/04,28,5,2004,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS77995853,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:22:46.369Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
61,1,4499,272150162.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89678147,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 2,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168469999999999,-122.221670000000003,,,,,,,5/31/97,31,5,1997,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89678147,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:38.968Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
62,1,6235,1412235196.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS89675736,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,BBS 14-319 Stop 2,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168469999999999,-122.221670000000003,,,,,,,5/31/01,31,5,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS89675736,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:16.961Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
63,1,77,968646451.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS214266069,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin Redwoods SP (inland only)--please consider using more specific location,California,PRESENT,10,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168644000000000,-122.221379999999996,,,,,,,7/28/13,28,7,2013,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS214266069,,,,CC_BY_4_0,,obsr202542,,,2024-01-24T21:32:40.689Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
64,1,206,961134055.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS206282596,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin Redwoods SP (inland only)--please consider using more specific location,California,PRESENT,8,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168644000000000,-122.221379999999996,,,,,,,7/28/13,28,7,2013,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS206282596,,,,CC_BY_4_0,,obsr312868,,,2024-01-24T20:26:12.935Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
65,1,391,936061942.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS177176844,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin Redwoods SP (inland only)--please consider using more specific location,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168644000000000,-122.221379999999996,,,,,,,5/16/10,16,5,2010,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS177176844,,,,CC_BY_4_0,,obsr206514,,,2024-01-24T21:09:26.766Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
66,1,410,934494259.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS175207858,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin Redwoods SP (inland only)--please consider using more specific location,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168644000000000,-122.221379999999996,,,,,,,7/15/09,15,7,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS175207858,,,,CC_BY_4_0,,obsr280408,,,2024-01-24T21:31:01.664Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
67,1,505,824323607.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS163271238,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin Redwoods SP (inland only)--please consider using more specific location,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168644000000000,-122.221379999999996,,,,,,,7/20/12,20,7,2012,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS163271238,,,,CC_BY_4_0,,obsr182995,,,2024-01-24T20:24:50.616Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
